rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
PRED|XP_046454445.1	1	PRED	PRED	PRED|XP_046454445.1	False	True
PRED|XP_046454314.1	1	PRED	PRED	PRED|XP_046454314.1	False	True
PRED|XP_046454294.1	1	PRED	PRED	PRED|XP_046454294.1	False	True
PRED|XP_046453999.1	1	PRED	PRED	PRED|XP_046453999.1	False	True
PRED|XP_046453775.1	1	PRED	PRED	PRED|XP_046453775.1	False	True
PRED|XP_046453442.1	1	PRED	PRED	PRED|XP_046453442.1	False	True
PRED|XP_046453333.1	1	PRED	PRED	PRED|XP_046453333.1	False	True
PRED|XP_046453082.1	1	PRED	PRED	PRED|XP_046453082.1	False	True
PRED|XP_046452517.1	1	PRED	PRED	PRED|XP_046452517.1	False	True
PRED|XP_046451664.1	1	PRED	PRED	PRED|XP_046451664.1	False	True
PRED|XP_046451321.1	1	PRED	PRED	PRED|XP_046451321.1	False	True
PRED|XP_046451067.1	1	PRED	PRED	PRED|XP_046451067.1	False	True
PRED|XP_046455814.1	1	PRED	PRED	PRED|XP_046455814.1	False	True
PRED|XP_048576427.1	1	PRED	PRED	PRED|XP_048576427.1	False	True
PRED|XP_048576360.1	1	PRED	PRED	PRED|XP_048576360.1	False	True
PRED|XP_048576290.1	1	PRED	PRED	PRED|XP_048576290.1	False	True
PRED|XP_048576153.1	1	PRED	PRED	PRED|XP_048576153.1	False	True
PRED|XP_048575775.1	1	PRED	PRED	PRED|XP_048575775.1	False	True
PRED|XP_047299664.1	1	PRED	PRED	PRED|XP_047299664.1	False	True
PRED|XP_047297407.1	1	PRED	PRED	PRED|XP_047297407.1	False	True
PRED|XP_047297018.1	1	PRED	PRED	PRED|XP_047297018.1	False	True
PRED|XP_047296234.1	1	PRED	PRED	PRED|XP_047296234.1	False	True
PRED|XP_047289386.1	1	PRED	PRED	PRED|XP_047289386.1	False	True
PRED|XP_047286795.1	1	PRED	PRED	PRED|XP_047286795.1	False	True
PRED|XP_047285901.1	1	PRED	PRED	PRED|XP_047285901.1	False	True
PRED|XP_047278494.1	1	PRED	PRED	PRED|XP_047278494.1	False	True
PRED|XP_047278241.1	1	PRED	PRED	PRED|XP_047278241.1	False	True
PRED|XP_046462849.1	1	PRED	PRED	PRED|XP_046462849.1	False	True
PRED|XP_047272497.1	1	PRED	PRED	PRED|XP_047272497.1	False	True
PRED|XP_046793723.1	1	PRED	PRED	PRED|XP_046793723.1	False	True
PRED|XP_046790311.1	1	PRED	PRED	PRED|XP_046790311.1	False	True
PRED|XP_046789457.1	1	PRED	PRED	PRED|XP_046789457.1	False	True
PRED|XP_046786906.1	1	PRED	PRED	PRED|XP_046786906.1	False	True
PRED|XP_046783168.1	1	PRED	PRED	PRED|XP_046783168.1	False	True
PRED|XP_046776793.1	1	PRED	PRED	PRED|XP_046776793.1	False	True
PRED|XP_046774924.1	1	PRED	PRED	PRED|XP_046774924.1	False	True
PRED|XP_046768352.1	1	PRED	PRED	PRED|XP_046768352.1	False	True
PRED|XP_046765532.1	1	PRED	PRED	PRED|XP_046765532.1	False	True
PRED|XP_046765089.1	1	PRED	PRED	PRED|XP_046765089.1	False	True
PRED|XP_046763402.1	1	PRED	PRED	PRED|XP_046763402.1	False	True
PRED|XP_046463864.1	1	PRED	PRED	PRED|XP_046463864.1	False	True
PRED|XP_046463295.1	1	PRED	PRED	PRED|XP_046463295.1	False	True
PRED|XP_046463278.1	1	PRED	PRED	PRED|XP_046463278.1	False	True
PRED|XP_047272508.1	1	PRED	PRED	PRED|XP_047272508.1	False	True
PRED|XP_046437695.1	1	PRED	PRED	PRED|XP_046437695.1	False	True
PRED|XP_042928960.1	1	PRED	PRED	PRED|XP_042928960.1	False	True
PRED|XP_042928889.1	1	PRED	PRED	PRED|XP_042928889.1	False	True
PRED|XP_042928774.1	1	PRED	PRED	PRED|XP_042928774.1	False	True
PRED|XP_042928731.1	1	PRED	PRED	PRED|XP_042928731.1	False	True
PRED|XP_042928703.1	1	PRED	PRED	PRED|XP_042928703.1	False	True
PRED|XP_042928700.1	1	PRED	PRED	PRED|XP_042928700.1	False	True
PRED|XP_042928470.1	1	PRED	PRED	PRED|XP_042928470.1	False	True
PRED|XP_042928372.1	1	PRED	PRED	PRED|XP_042928372.1	False	True
PRED|XP_042928202.1	1	PRED	PRED	PRED|XP_042928202.1	False	True
PRED|XP_042928199.1	1	PRED	PRED	PRED|XP_042928199.1	False	True
PRED|XP_042928013.1	1	PRED	PRED	PRED|XP_042928013.1	False	True
PRED|XP_042927979.1	1	PRED	PRED	PRED|XP_042927979.1	False	True
PRED|XP_042927962.1	1	PRED	PRED	PRED|XP_042927962.1	False	True
PRED|XP_046449866.1	1	PRED	PRED	PRED|XP_046449866.1	False	True
PRED|XP_042927926.1	1	PRED	PRED	PRED|XP_042927926.1	False	True
PRED|XP_042927847.1	1	PRED	PRED	PRED|XP_042927847.1	False	True
PRED|XP_042927842.1	1	PRED	PRED	PRED|XP_042927842.1	False	True
PRED|XP_042927820.1	1	PRED	PRED	PRED|XP_042927820.1	False	True
PRED|XP_042927798.1	1	PRED	PRED	PRED|XP_042927798.1	False	True
PRED|XP_042927676.1	1	PRED	PRED	PRED|XP_042927676.1	False	True
PRED|XP_042927636.1	1	PRED	PRED	PRED|XP_042927636.1	False	True
PRED|XP_042927587.1	1	PRED	PRED	PRED|XP_042927587.1	False	True
PRED|XP_042927576.1	1	PRED	PRED	PRED|XP_042927576.1	False	True
PRED|XP_042927424.1	1	PRED	PRED	PRED|XP_042927424.1	False	True
PRED|XP_042927374.1	1	PRED	PRED	PRED|XP_042927374.1	False	True
PRED|XP_042927343.1	1	PRED	PRED	PRED|XP_042927343.1	False	True
PRED|XP_042927330.1	1	PRED	PRED	PRED|XP_042927330.1	False	True
PRED|XP_042927320.1	1	PRED	PRED	PRED|XP_042927320.1	False	True
PRED|XP_042927245.1	1	PRED	PRED	PRED|XP_042927245.1	False	True
PRED|XP_042927929.1	1	PRED	PRED	PRED|XP_042927929.1	False	True
PRED|XP_046449415.1	1	PRED	PRED	PRED|XP_046449415.1	False	True
PRED|XP_046449278.1	1	PRED	PRED	PRED|XP_046449278.1	False	True
PRED|XP_046448224.1	1	PRED	PRED	PRED|XP_046448224.1	False	True
PRED|XP_046448170.1	1	PRED	PRED	PRED|XP_046448170.1	False	True
PRED|XP_046448086.1	1	PRED	PRED	PRED|XP_046448086.1	False	True
PRED|XP_046448008.1	1	PRED	PRED	PRED|XP_046448008.1	False	True
PRED|XP_046447855.1	1	PRED	PRED	PRED|XP_046447855.1	False	True
PRED|XP_046447747.1	1	PRED	PRED	PRED|XP_046447747.1	False	True
PRED|XP_046447007.1	1	PRED	PRED	PRED|XP_046447007.1	False	True
PRED|XP_046446616.1	1	PRED	PRED	PRED|XP_046446616.1	False	True
PRED|XP_046445191.1	1	PRED	PRED	PRED|XP_046445191.1	False	True
PRED|XP_046445099.1	1	PRED	PRED	PRED|XP_046445099.1	False	True
PRED|XP_046444936.1	1	PRED	PRED	PRED|XP_046444936.1	False	True
PRED|XP_046444180.1	1	PRED	PRED	PRED|XP_046444180.1	False	True
PRED|XP_046443857.1	1	PRED	PRED	PRED|XP_046443857.1	False	True
PRED|XP_046437987.1	1	PRED	PRED	PRED|XP_046437987.1	False	True
PRED|XP_046443399.1	1	PRED	PRED	PRED|XP_046443399.1	False	True
PRED|XP_046443291.1	1	PRED	PRED	PRED|XP_046443291.1	False	True
PRED|XP_046443038.1	1	PRED	PRED	PRED|XP_046443038.1	False	True
PRED|XP_046442987.1	1	PRED	PRED	PRED|XP_046442987.1	False	True
PRED|XP_046442150.1	1	PRED	PRED	PRED|XP_046442150.1	False	True
PRED|XP_046442123.1	1	PRED	PRED	PRED|XP_046442123.1	False	True
PRED|XP_046441850.1	1	PRED	PRED	PRED|XP_046441850.1	False	True
PRED|XP_046441431.1	1	PRED	PRED	PRED|XP_046441431.1	False	True
PRED|XP_046441121.1	1	PRED	PRED	PRED|XP_046441121.1	False	True
PRED|XP_046439937.1	1	PRED	PRED	PRED|XP_046439937.1	False	True
PRED|XP_046439618.1	1	PRED	PRED	PRED|XP_046439618.1	False	True
PRED|XP_046439617.1	1	PRED	PRED	PRED|XP_046439617.1	False	True
PRED|XP_046438656.1	1	PRED	PRED	PRED|XP_046438656.1	False	True
PRED|XP_046438592.1	1	PRED	PRED	PRED|XP_046438592.1	False	True
PRED|XP_046438390.1	1	PRED	PRED	PRED|XP_046438390.1	False	True
PRED|XP_046443480.1	1	PRED	PRED	PRED|XP_046443480.1	False	True
PRED|XP_050469008.1	1	PRED	PRED	PRED|XP_050469008.1	False	True
PRED|XP_050468966.1	1	PRED	PRED	PRED|XP_050468966.1	False	True
PRED|XP_050468949.1	1	PRED	PRED	PRED|XP_050468949.1	False	True
PRED|XP_050468921.1	1	PRED	PRED	PRED|XP_050468921.1	False	True
PRED|XP_050468907.1	1	PRED	PRED	PRED|XP_050468907.1	False	True
PRED|XP_050468764.1	1	PRED	PRED	PRED|XP_050468764.1	False	True
PRED|XP_050468584.1	1	PRED	PRED	PRED|XP_050468584.1	False	True
PRED|XP_050468544.1	1	PRED	PRED	PRED|XP_050468544.1	False	True
PRED|XP_050468526.1	1	PRED	PRED	PRED|XP_050468526.1	False	True
PRED|XP_050468525.1	1	PRED	PRED	PRED|XP_050468525.1	False	True
PRED|XP_050468507.1	1	PRED	PRED	PRED|XP_050468507.1	False	True
PRED|XP_050468431.1	1	PRED	PRED	PRED|XP_050468431.1	False	True
PRED|XP_050468422.1	1	PRED	PRED	PRED|XP_050468422.1	False	True
PRED|XP_050468411.1	1	PRED	PRED	PRED|XP_050468411.1	False	True
PRED|XP_048576516.1	1	PRED	PRED	PRED|XP_048576516.1	False	True
PRED|XP_050468308.1	1	PRED	PRED	PRED|XP_050468308.1	False	True
PRED|XP_050468167.1	1	PRED	PRED	PRED|XP_050468167.1	False	True
PRED|XP_050468090.1	1	PRED	PRED	PRED|XP_050468090.1	False	True
PRED|XP_050468084.1	1	PRED	PRED	PRED|XP_050468084.1	False	True
PRED|XP_050468077.1	1	PRED	PRED	PRED|XP_050468077.1	False	True
PRED|XP_050468062.1	1	PRED	PRED	PRED|XP_050468062.1	False	True
PRED|XP_050468059.1	1	PRED	PRED	PRED|XP_050468059.1	False	True
PRED|XP_050468056.1	1	PRED	PRED	PRED|XP_050468056.1	False	True
PRED|XP_050468048.1	1	PRED	PRED	PRED|XP_050468048.1	False	True
PRED|XP_050468032.1	1	PRED	PRED	PRED|XP_050468032.1	False	True
PRED|XP_050467962.1	1	PRED	PRED	PRED|XP_050467962.1	False	True
PRED|XP_050467961.1	1	PRED	PRED	PRED|XP_050467961.1	False	True
PRED|XP_050467886.1	1	PRED	PRED	PRED|XP_050467886.1	False	True
PRED|XP_050467864.1	1	PRED	PRED	PRED|XP_050467864.1	False	True
PRED|XP_050467843.1	1	PRED	PRED	PRED|XP_050467843.1	False	True
PRED|XP_050468328.1	1	PRED	PRED	PRED|XP_050468328.1	False	True
PRED|XP_052824453.1	1	PRED	PRED	PRED|XP_052824453.1	False	True
PRED|XP_052824434.1	1	PRED	PRED	PRED|XP_052824434.1	False	True
PRED|XP_052824411.1	1	PRED	PRED	PRED|XP_052824411.1	False	True
PRED|XP_052824326.1	1	PRED	PRED	PRED|XP_052824326.1	False	True
PRED|XP_052823483.1	1	PRED	PRED	PRED|XP_052823483.1	False	True
PRED|XP_052823064.1	1	PRED	PRED	PRED|XP_052823064.1	False	True
PRED|XP_052822300.1	1	PRED	PRED	PRED|XP_052822300.1	False	True
PRED|XP_052821762.1	1	PRED	PRED	PRED|XP_052821762.1	False	True
PRED|XP_052309601.1	1	PRED	PRED	PRED|XP_052309601.1	False	True
PRED|XP_052309600.1	1	PRED	PRED	PRED|XP_052309600.1	False	True
PRED|XP_052309154.1	1	PRED	PRED	PRED|XP_052309154.1	False	True
PRED|XP_052308326.1	1	PRED	PRED	PRED|XP_052308326.1	False	True
PRED|XP_052307474.1	1	PRED	PRED	PRED|XP_052307474.1	False	True
PRED|XP_052304800.1	1	PRED	PRED	PRED|XP_052304800.1	False	True
PRED|XP_050469021.1	1	PRED	PRED	PRED|XP_050469021.1	False	True
PRED|XP_052304084.1	1	PRED	PRED	PRED|XP_052304084.1	False	True
PRED|XP_052303393.1	1	PRED	PRED	PRED|XP_052303393.1	False	True
PRED|XP_050469369.1	1	PRED	PRED	PRED|XP_050469369.1	False	True
PRED|XP_050469314.1	1	PRED	PRED	PRED|XP_050469314.1	False	True
PRED|XP_050469290.1	1	PRED	PRED	PRED|XP_050469290.1	False	True
PRED|XP_050469271.1	1	PRED	PRED	PRED|XP_050469271.1	False	True
PRED|XP_050469201.1	1	PRED	PRED	PRED|XP_050469201.1	False	True
PRED|XP_050469199.1	1	PRED	PRED	PRED|XP_050469199.1	False	True
PRED|XP_050469198.1	1	PRED	PRED	PRED|XP_050469198.1	False	True
PRED|XP_050469166.1	1	PRED	PRED	PRED|XP_050469166.1	False	True
PRED|XP_050469165.1	1	PRED	PRED	PRED|XP_050469165.1	False	True
PRED|XP_050469128.1	1	PRED	PRED	PRED|XP_050469128.1	False	True
PRED|XP_050469099.1	1	PRED	PRED	PRED|XP_050469099.1	False	True
PRED|XP_050469075.1	1	PRED	PRED	PRED|XP_050469075.1	False	True
PRED|XP_050469072.1	1	PRED	PRED	PRED|XP_050469072.1	False	True
PRED|XP_052304480.1	1	PRED	PRED	PRED|XP_052304480.1	False	True
PRED|XP_048586169.1	1	PRED	PRED	PRED|XP_048586169.1	False	True
PRED|XP_048586162.1	1	PRED	PRED	PRED|XP_048586162.1	False	True
PRED|XP_048586089.1	1	PRED	PRED	PRED|XP_048586089.1	False	True
PRED|XP_048585419.1	1	PRED	PRED	PRED|XP_048585419.1	False	True
PRED|XP_048584605.1	1	PRED	PRED	PRED|XP_048584605.1	False	True
PRED|XP_048584370.1	1	PRED	PRED	PRED|XP_048584370.1	False	True
PRED|XP_048584364.1	1	PRED	PRED	PRED|XP_048584364.1	False	True
PRED|XP_048584363.1	1	PRED	PRED	PRED|XP_048584363.1	False	True
PRED|XP_048583905.1	1	PRED	PRED	PRED|XP_048583905.1	False	True
PRED|XP_048583903.1	1	PRED	PRED	PRED|XP_048583903.1	False	True
PRED|XP_048583711.1	1	PRED	PRED	PRED|XP_048583711.1	False	True
PRED|XP_048582650.1	1	PRED	PRED	PRED|XP_048582650.1	False	True
PRED|XP_048582082.1	1	PRED	PRED	PRED|XP_048582082.1	False	True
PRED|XP_048580536.1	1	PRED	PRED	PRED|XP_048580536.1	False	True
PRED|XP_050467834.1	1	PRED	PRED	PRED|XP_050467834.1	False	True
PRED|XP_048580400.1	1	PRED	PRED	PRED|XP_048580400.1	False	True
PRED|XP_048580325.1	1	PRED	PRED	PRED|XP_048580325.1	False	True
PRED|XP_048580278.1	1	PRED	PRED	PRED|XP_048580278.1	False	True
PRED|XP_048579148.1	1	PRED	PRED	PRED|XP_048579148.1	False	True
PRED|XP_048579009.1	1	PRED	PRED	PRED|XP_048579009.1	False	True
PRED|XP_048579001.1	1	PRED	PRED	PRED|XP_048579001.1	False	True
PRED|XP_048578885.1	1	PRED	PRED	PRED|XP_048578885.1	False	True
PRED|XP_048578524.1	1	PRED	PRED	PRED|XP_048578524.1	False	True
PRED|XP_048578051.1	1	PRED	PRED	PRED|XP_048578051.1	False	True
PRED|XP_048578035.1	1	PRED	PRED	PRED|XP_048578035.1	False	True
PRED|XP_048577482.1	1	PRED	PRED	PRED|XP_048577482.1	False	True
PRED|XP_048577325.1	1	PRED	PRED	PRED|XP_048577325.1	False	True
PRED|XP_048577203.1	1	PRED	PRED	PRED|XP_048577203.1	False	True
PRED|XP_048577101.1	1	PRED	PRED	PRED|XP_048577101.1	False	True
PRED|XP_048577044.1	1	PRED	PRED	PRED|XP_048577044.1	False	True
PRED|XP_048580447.1	1	PRED	PRED	PRED|XP_048580447.1	False	True
PRED|XP_050467709.1	1	PRED	PRED	PRED|XP_050467709.1	False	True
PRED|XP_050467502.1	1	PRED	PRED	PRED|XP_050467502.1	False	True
PRED|XP_050467487.1	1	PRED	PRED	PRED|XP_050467487.1	False	True
PRED|XP_050467379.1	1	PRED	PRED	PRED|XP_050467379.1	False	True
PRED|XP_050467268.1	1	PRED	PRED	PRED|XP_050467268.1	False	True
PRED|XP_050467266.1	1	PRED	PRED	PRED|XP_050467266.1	False	True
PRED|XP_050467265.1	1	PRED	PRED	PRED|XP_050467265.1	False	True
PRED|XP_050467263.1	1	PRED	PRED	PRED|XP_050467263.1	False	True
PRED|XP_050467210.1	1	PRED	PRED	PRED|XP_050467210.1	False	True
PRED|XP_050467200.1	1	PRED	PRED	PRED|XP_050467200.1	False	True
PRED|XP_050467177.1	1	PRED	PRED	PRED|XP_050467177.1	False	True
PRED|XP_050467082.1	1	PRED	PRED	PRED|XP_050467082.1	False	True
PRED|XP_050467063.1	1	PRED	PRED	PRED|XP_050467063.1	False	True
PRED|XP_050466960.1	1	PRED	PRED	PRED|XP_050466960.1	False	True
PRED|XP_050466923.1	1	PRED	PRED	PRED|XP_050466923.1	False	True
PRED|XP_048586195.1	1	PRED	PRED	PRED|XP_048586195.1	False	True
PRED|XP_048590519.1	1	PRED	PRED	PRED|XP_048590519.1	False	True
PRED|XP_048590483.1	1	PRED	PRED	PRED|XP_048590483.1	False	True
PRED|XP_048590211.1	1	PRED	PRED	PRED|XP_048590211.1	False	True
PRED|XP_048590089.1	1	PRED	PRED	PRED|XP_048590089.1	False	True
PRED|XP_048590050.1	1	PRED	PRED	PRED|XP_048590050.1	False	True
PRED|XP_048589968.1	1	PRED	PRED	PRED|XP_048589968.1	False	True
PRED|XP_048589440.1	1	PRED	PRED	PRED|XP_048589440.1	False	True
PRED|XP_048588989.1	1	PRED	PRED	PRED|XP_048588989.1	False	True
PRED|XP_048588876.1	1	PRED	PRED	PRED|XP_048588876.1	False	True
PRED|XP_048588322.1	1	PRED	PRED	PRED|XP_048588322.1	False	True
PRED|XP_048587879.1	1	PRED	PRED	PRED|XP_048587879.1	False	True
PRED|XP_048587365.1	1	PRED	PRED	PRED|XP_048587365.1	False	True
PRED|XP_048587311.1	1	PRED	PRED	PRED|XP_048587311.1	False	True
PRED|XP_048586213.1	1	PRED	PRED	PRED|XP_048586213.1	False	True
PRED|XP_048586197.1	1	PRED	PRED	PRED|XP_048586197.1	False	True
PRED|XP_050466916.1	1	PRED	PRED	PRED|XP_050466916.1	False	True
PRED|XP_042202123.1	1	PRED	PRED	PRED|XP_042202123.1	False	True
PRED|XP_042200482.1	1	PRED	PRED	PRED|XP_042200482.1	False	True
PRED|XP_042199347.1	1	PRED	PRED	PRED|XP_042199347.1	False	True
PRED|XP_042197852.1	1	PRED	PRED	PRED|XP_042197852.1	False	True
PRED|XP_042196685.1	1	PRED	PRED	PRED|XP_042196685.1	False	True
PRED|XP_042196227.1	1	PRED	PRED	PRED|XP_042196227.1	False	True
PRED|XP_042195606.1	1	PRED	PRED	PRED|XP_042195606.1	False	True
PRED|XP_042190425.1	1	PRED	PRED	PRED|XP_042190425.1	False	True
PRED|XP_042190257.1	1	PRED	PRED	PRED|XP_042190257.1	False	True
PRED|XP_042189246.1	1	PRED	PRED	PRED|XP_042189246.1	False	True
PRED|XP_042189082.1	1	PRED	PRED	PRED|XP_042189082.1	False	True
PRED|XP_040873452.1	1	PRED	PRED	PRED|XP_040873452.1	False	True
PRED|XP_040873102.1	1	PRED	PRED	PRED|XP_040873102.1	False	True
PRED|XP_040872645.1	1	PRED	PRED	PRED|XP_040872645.1	False	True
PRED|XP_042927210.1	1	PRED	PRED	PRED|XP_042927210.1	False	True
PRED|XP_040871773.1	1	PRED	PRED	PRED|XP_040871773.1	False	True
PRED|XP_040871501.1	1	PRED	PRED	PRED|XP_040871501.1	False	True
PRED|XP_040871285.1	1	PRED	PRED	PRED|XP_040871285.1	False	True
PRED|XP_040870803.1	1	PRED	PRED	PRED|XP_040870803.1	False	True
PRED|XP_040868237.1	1	PRED	PRED	PRED|XP_040868237.1	False	True
PRED|XP_040867851.1	1	PRED	PRED	PRED|XP_040867851.1	False	True
PRED|XP_040866768.1	1	PRED	PRED	PRED|XP_040866768.1	False	True
PRED|XP_040866452.1	1	PRED	PRED	PRED|XP_040866452.1	False	True
PRED|XP_040865501.1	1	PRED	PRED	PRED|XP_040865501.1	False	True
PRED|XP_040865004.1	1	PRED	PRED	PRED|XP_040865004.1	False	True
PRED|XP_040864128.1	1	PRED	PRED	PRED|XP_040864128.1	False	True
PRED|XP_040863863.1	1	PRED	PRED	PRED|XP_040863863.1	False	True
PRED|XP_040863861.1	1	PRED	PRED	PRED|XP_040863861.1	False	True
PRED|XP_040863661.1	1	PRED	PRED	PRED|XP_040863661.1	False	True
PRED|XP_040863069.1	1	PRED	PRED	PRED|XP_040863069.1	False	True
PRED|XP_040872610.1	1	PRED	PRED	PRED|XP_040872610.1	False	True
PRED|XP_042916560.1	1	PRED	PRED	PRED|XP_042916560.1	False	True
PRED|XP_042916546.1	1	PRED	PRED	PRED|XP_042916546.1	False	True
PRED|XP_042916525.1	1	PRED	PRED	PRED|XP_042916525.1	False	True
PRED|XP_042916343.1	1	PRED	PRED	PRED|XP_042916343.1	False	True
PRED|XP_042916342.1	1	PRED	PRED	PRED|XP_042916342.1	False	True
PRED|XP_042916325.1	1	PRED	PRED	PRED|XP_042916325.1	False	True
PRED|XP_042916152.1	1	PRED	PRED	PRED|XP_042916152.1	False	True
PRED|XP_042916132.1	1	PRED	PRED	PRED|XP_042916132.1	False	True
PRED|XP_042916058.1	1	PRED	PRED	PRED|XP_042916058.1	False	True
PRED|XP_042915913.1	1	PRED	PRED	PRED|XP_042915913.1	False	True
PRED|XP_042915872.1	1	PRED	PRED	PRED|XP_042915872.1	False	True
PRED|XP_042915836.1	1	PRED	PRED	PRED|XP_042915836.1	False	True
PRED|XP_042915782.1	1	PRED	PRED	PRED|XP_042915782.1	False	True
PRED|XP_042915773.1	1	PRED	PRED	PRED|XP_042915773.1	False	True
PRED|XP_042202526.1	1	PRED	PRED	PRED|XP_042202526.1	False	True
PRED|XP_042915695.1	1	PRED	PRED	PRED|XP_042915695.1	False	True
PRED|XP_042915639.1	1	PRED	PRED	PRED|XP_042915639.1	False	True
PRED|XP_042915461.1	1	PRED	PRED	PRED|XP_042915461.1	False	True
PRED|XP_042915226.1	1	PRED	PRED	PRED|XP_042915226.1	False	True
PRED|XP_042915187.1	1	PRED	PRED	PRED|XP_042915187.1	False	True
PRED|XP_042914920.1	1	PRED	PRED	PRED|XP_042914920.1	False	True
PRED|XP_042914824.1	1	PRED	PRED	PRED|XP_042914824.1	False	True
PRED|XP_042914705.1	1	PRED	PRED	PRED|XP_042914705.1	False	True
PRED|XP_042914696.1	1	PRED	PRED	PRED|XP_042914696.1	False	True
PRED|XP_042914536.1	1	PRED	PRED	PRED|XP_042914536.1	False	True
PRED|XP_042914196.1	1	PRED	PRED	PRED|XP_042914196.1	False	True
PRED|XP_042914145.1	1	PRED	PRED	PRED|XP_042914145.1	False	True
PRED|XP_042914121.1	1	PRED	PRED	PRED|XP_042914121.1	False	True
PRED|XP_042914093.1	1	PRED	PRED	PRED|XP_042914093.1	False	True
PRED|XP_042202638.1	1	PRED	PRED	PRED|XP_042202638.1	False	True
PRED|XP_042915732.1	1	PRED	PRED	PRED|XP_042915732.1	False	True
PRED|XP_040025526.1	1	PRED	PRED	PRED|XP_040025526.1	False	True
PRED|XP_040025505.1	1	PRED	PRED	PRED|XP_040025505.1	False	True
PRED|XP_040025490.1	1	PRED	PRED	PRED|XP_040025490.1	False	True
PRED|XP_040025184.1	1	PRED	PRED	PRED|XP_040025184.1	False	True
PRED|XP_040023371.1	1	PRED	PRED	PRED|XP_040023371.1	False	True
PRED|XP_040020814.1	1	PRED	PRED	PRED|XP_040020814.1	False	True
PRED|XP_040020513.1	1	PRED	PRED	PRED|XP_040020513.1	False	True
PRED|XP_040018277.1	1	PRED	PRED	PRED|XP_040018277.1	False	True
PRED|XP_039690473.1	1	PRED	PRED	PRED|XP_039690473.1	False	True
PRED|XP_039690111.1	1	PRED	PRED	PRED|XP_039690111.1	False	True
PRED|XP_039689056.1	1	PRED	PRED	PRED|XP_039689056.1	False	True
PRED|XP_039688766.1	1	PRED	PRED	PRED|XP_039688766.1	False	True
PRED|XP_039688442.1	1	PRED	PRED	PRED|XP_039688442.1	False	True
PRED|XP_039688139.1	1	PRED	PRED	PRED|XP_039688139.1	False	True
PRED|XP_040861615.1	1	PRED	PRED	PRED|XP_040861615.1	False	True
PRED|XP_039685603.1	1	PRED	PRED	PRED|XP_039685603.1	False	True
PRED|XP_039685157.1	1	PRED	PRED	PRED|XP_039685157.1	False	True
PRED|XP_039684639.1	1	PRED	PRED	PRED|XP_039684639.1	False	True
PRED|XP_039683807.1	1	PRED	PRED	PRED|XP_039683807.1	False	True
PRED|XP_039683402.1	1	PRED	PRED	PRED|XP_039683402.1	False	True
PRED|XP_039683367.1	1	PRED	PRED	PRED|XP_039683367.1	False	True
PRED|XP_039683227.1	1	PRED	PRED	PRED|XP_039683227.1	False	True
PRED|XP_039682695.1	1	PRED	PRED	PRED|XP_039682695.1	False	True
PRED|XP_038966577.1	1	PRED	PRED	PRED|XP_038966577.1	False	True
PRED|XP_038964601.1	1	PRED	PRED	PRED|XP_038964601.1	False	True
PRED|XP_038963819.1	1	PRED	PRED	PRED|XP_038963819.1	False	True
PRED|XP_038960797.1	1	PRED	PRED	PRED|XP_038960797.1	False	True
PRED|XP_038956833.1	1	PRED	PRED	PRED|XP_038956833.1	False	True
PRED|XP_038956075.1	1	PRED	PRED	PRED|XP_038956075.1	False	True
PRED|XP_038951327.1	1	PRED	PRED	PRED|XP_038951327.1	False	True
PRED|XP_039685648.1	1	PRED	PRED	PRED|XP_039685648.1	False	True
PRED|XP_040861345.1	1	PRED	PRED	PRED|XP_040861345.1	False	True
PRED|XP_040861149.1	1	PRED	PRED	PRED|XP_040861149.1	False	True
PRED|XP_040860862.1	1	PRED	PRED	PRED|XP_040860862.1	False	True
PRED|XP_040551000.1	1	PRED	PRED	PRED|XP_040551000.1	False	True
PRED|XP_040550047.1	1	PRED	PRED	PRED|XP_040550047.1	False	True
PRED|XP_040550017.1	1	PRED	PRED	PRED|XP_040550017.1	False	True
PRED|XP_040549755.1	1	PRED	PRED	PRED|XP_040549755.1	False	True
PRED|XP_040549357.1	1	PRED	PRED	PRED|XP_040549357.1	False	True
PRED|XP_040545940.1	1	PRED	PRED	PRED|XP_040545940.1	False	True
PRED|XP_040544070.1	1	PRED	PRED	PRED|XP_040544070.1	False	True
PRED|XP_040537316.1	1	PRED	PRED	PRED|XP_040537316.1	False	True
PRED|XP_040536992.1	1	PRED	PRED	PRED|XP_040536992.1	False	True
PRED|XP_040534858.1	1	PRED	PRED	PRED|XP_040534858.1	False	True
PRED|XP_040531727.1	1	PRED	PRED	PRED|XP_040531727.1	False	True
PRED|XP_040522044.1	1	PRED	PRED	PRED|XP_040522044.1	False	True
PRED|XP_040025922.1	1	PRED	PRED	PRED|XP_040025922.1	False	True
PRED|XP_040515270.1	1	PRED	PRED	PRED|XP_040515270.1	False	True
PRED|XP_040514883.1	1	PRED	PRED	PRED|XP_040514883.1	False	True
PRED|XP_040059834.1	1	PRED	PRED	PRED|XP_040059834.1	False	True
PRED|XP_040059306.1	1	PRED	PRED	PRED|XP_040059306.1	False	True
PRED|XP_040059169.1	1	PRED	PRED	PRED|XP_040059169.1	False	True
PRED|XP_040058393.1	1	PRED	PRED	PRED|XP_040058393.1	False	True
PRED|XP_040058061.1	1	PRED	PRED	PRED|XP_040058061.1	False	True
PRED|XP_040050782.1	1	PRED	PRED	PRED|XP_040050782.1	False	True
