cluster_id	cluster_size	sources	members	has_DATABASE	has_PRED
cluster_20	7	PRED	PRED|XP_001028183.2_translation_initiation_factor_eIF-5A_family_protein_partial_[Tetrahymena_thermophila_SB210]|0.77|0.76||Leucine-rich_repeat;PRED|XP_001029353.3_kinase_domain_protein_[Tetrahymena_thermophila_SB210]|0.83|0.71||RNI-like;PRED|XP_001029727.4_kinase_domain_protein_[Tetrahymena_thermophila_SB210]|0.69|0.7||RNI-like;PRED|XP_009065097.1_hypothetical_protein_LOTGIDRAFT_108579_partial_[Lottia_gigantea]|0.99|0.8||RNI-like;PRED|XP_009065271.1_hypothetical_protein_LOTGIDRAFT_97717_partial_[Lottia_gigantea]|0.89|0.84||RNI-like;PRED|XP_012650576.1_translation_initiation_factor_eIF-5A_family_protein_putative_partial_[Tetrahymena_thermophila_SB210]|0.71|0.77||RNI-like;PRED|XP_012650644.1_translation_initiation_factor_eIF-5A_family_protein_partial_[Tetrahymena_thermophila_SB210]|0.8|0.83||RNI-like	False	True
cluster_200	1	PRED	PRED|NP_001323360.1_PLAC8_family_protein_[Arabidopsis_thaliana]|0.5|0.77||PLAC8_FAMILY_PROTEIN	False	True
cluster_201	5	PRED	PRED|NP_650945.1_Odorant-binding_protein_93a_[Drosophila_melanogaster]|0.67|0.77||Odorant-binding_protein;PRED|NP_725385.1_Odorant-binding_protein_50a_isoform_A_[Drosophila_melanogaster]|0.93|0.78||Odorant-binding_protein;PRED|NP_995832.1_Odorant-binding_protein_50a_isoform_B_[Drosophila_melanogaster]|0.95|0.79||Odorant-binding_protein;PRED|XP_004930711.1_uncharacterized_protein_LOC101744811_[Bombyx_mori]|0.8|0.86||Unknown;PRED|XP_004932705.1_uncharacterized_protein_LOC101740473_isoform_X2_[Bombyx_mori]|0.85|0.82||Unknown	False	True
cluster_202	8	DATABASE	DATABASE|AP00146||Melittin/_Api_allergen;DATABASE|AP00694||Melittin/_Api_allergen;DATABASE|AP01926||Melittin/_Api_allergen;DATABASE|CAMPSQ10553_Magainin2||Melittin/_Api_allergen;DATABASE|CAMPSQ13777_Mel||Melittin/_Api_allergen;DATABASE|CAMPSQ9842_MelP5||Melittin/_Api_allergen;DATABASE|DBAASPR_5455_Melittin-S||Melittin/_Api_allergen;DATABASE|DBAASPR_6007_Brevinin-1TOa||Melittin/_Api_allergen	True	False
cluster_203	5	PRED	PRED|NP_001381889.1_NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_4-like_2_[Homo_sapiens]|0.55|0.76||NADH-ubiquinone_reductase_complex_1_MLRQ_subunit;PRED|NP_001381890.1_NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_4-like_2_[Homo_sapiens]|0.55|0.79||NADH-ubiquinone_reductase_complex_1_MLRQ_subunit;PRED|NP_064527.1_NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_4-like_2_[Homo_sapiens]|0.55|0.79||NADH-ubiquinone_reductase_complex_1_MLRQ_subunit;PRED|XP_030101014.1_NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_4-like_2_isoform_X2_[Mus_musculus]|0.59|0.83||NADH-ubiquinone_reductase_complex_1_MLRQ_subunit;PRED|XP_040049359.1_NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_4-like_2_[Gasterosteus_aculeatus_aculeatus]|0.55|0.89||NADH-ubiquinone_reductase_complex_1_MLRQ_subunit	False	True
cluster_204	2	PRED	PRED|WP_001237866.1_MULTISPECIES:_YecR-like_lipofamily_protein_[Enterobacteriaceae]|0.86|0.77||YecR-like_lipoprotein;PRED|WP_001237869.1_MULTISPECIES:_YecR-like_lipofamily_protein_[Enterobacteriaceae]|0.75|0.73||YecR-like_lipoprotein	False	True
cluster_205	1	PRED	PRED|WP_002985908.1_YneF_family_protein_[Streptococcus_pyogenes]|0.98|0.75||Protein_with_unknown_function_UPF0154	False	True
cluster_206	4	PRED	PRED|NP_001122354.1_vanadium-binding_protein_3_precursor_[Ciona_intestinalis]|1.0|0.94||Vanadium-binding_protein_2|Vanadium-binding_protein_2_superfamily;PRED|NP_001122355.1_vanadium_binding_protein_4_precursor_[Ciona_intestinalis]|1.0|0.92||Vanadium-binding_protein_2|Vanadium-binding_protein_2_superfamily;PRED|NP_001122356.1_vanadium-binding_protein_5_precursor_[Ciona_intestinalis]|1.0|0.92||Vanadium-binding_protein_2|Vanadium-binding_protein_2_superfamily;PRED|XP_009857872.1_vanadium_binding_protein_4_isoform_X1_[Ciona_intestinalis]|1.0|0.92||Vanadium-binding_protein_2|Vanadium-binding_protein_2_superfamily	False	True
cluster_207	18	DATABASE;PRED	DATABASE|AP02131||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002968706.1_cyanovirin-N_homolog_[Selaginella_moellendorffii]|0.98|0.93||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002971307.1_uncharacterized_protein_LOC9642076_[Selaginella_moellendorffii]|0.97|0.91||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002973528.1_cyanovirin-N_homolog_[Selaginella_moellendorffii]|0.96|0.92||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002982196.1_uncharacterized_protein_LOC9635228_[Selaginella_moellendorffii]|0.98|0.89||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002982199.1_uncharacterized_protein_LOC9635640_[Selaginella_moellendorffii]|0.98|0.89||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002982202.1_uncharacterized_protein_LOC9635229_[Selaginella_moellendorffii]|0.98|0.89||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002982204.1_uncharacterized_protein_LOC9635230_[Selaginella_moellendorffii]|0.98|0.89||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002989700.1_cyanovirin-N_homolog_[Selaginella_moellendorffii]|0.95|0.91||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002989957.1_cyanovirin-N_homolog_[Selaginella_moellendorffii]|0.98|0.94||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002992183.2_uncharacterized_protein_LOC9651372_[Selaginella_moellendorffii]|0.77|0.89||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002992188.1_uncharacterized_protein_LOC9651377_[Selaginella_moellendorffii]|0.97|0.9||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_002992232.1_uncharacterized_protein_LOC9651380_[Selaginella_moellendorffii]|0.88|0.9||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_024519230.1_cyanovirin-N_homolog_[Selaginella_moellendorffii]|0.95|0.92||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_024520435.1_cyanovirin-N_homolog_[Selaginella_moellendorffii]|0.92|0.87||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_024521273.1_cyanovirin-N_homolog_[Selaginella_moellendorffii]|0.94|0.92||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_024543691.1_cyanovirin-N_homolog_[Selaginella_moellendorffii]|0.82|0.89||Cyanovirin-N|Cyanovirin-N_superfamily;PRED|XP_965621.3_hypothetical_protein_NCU02939_[Neurospora_crassa_OR74A]|0.65|0.8||Cyanovirin-N|Cyanovirin-N_superfamily	True	True
cluster_208	2	DATABASE	DATABASE|AP01407||Semenogelin;DATABASE|AP01408||Semenogelin	True	False
cluster_209	10	PRED	PRED|NP_001023410.1_Plasma_membrane_proteolipid_3_[Caenorhabditis_elegans]|0.91|0.75||Proteolipid_membrane_potential_modulator;PRED|NP_001323801.1_Low_temperature_and_salt_responsive_protein_family_[Arabidopsis_thaliana]|0.99|0.85||Proteolipid_membrane_potential_modulator;PRED|NP_001370602.1_UPF0057_membrane_protein_T23F2.5_[Caenorhabditis_elegans]|0.88|0.8||Proteolipid_membrane_potential_modulator;PRED|NP_001379923.1_UPF0057_membrane_protein_F47B7.1_[Caenorhabditis_elegans]|0.58|0.75||Proteolipid_membrane_potential_modulator;PRED|WP_000508176.1_MULTISPECIES:_YqaE/Pmp3_family_membrane_protein_[Enterobacteriaceae]|0.85|0.79||Proteolipid_membrane_potential_modulator;PRED|WP_000508177.1_MULTISPECIES:_YqaE/Pmp3_family_membrane_protein_[Gammaproteobacteria]|0.74|0.79||Proteolipid_membrane_potential_modulator;PRED|WP_002903230.1_MULTISPECIES:_YqaE/Pmp3_family_membrane_protein_[Gammaproteobacteria]|0.55|0.77||Proteolipid_membrane_potential_modulator;PRED|XP_012047684.1_hypothetical_protein_CNAG_06712_[Cryptococcus_neoformans_var._grubii_H99]|0.68|0.85||Proteolipid_membrane_potential_modulator;PRED|XP_042926401.1_uncharacterized_protein_CHLRE_03g197513v5_[Chlamydomonas_reinhardtii]|0.54|0.73||Proteolipid_membrane_potential_modulator;PRED|XP_646355.2_hypothetical_protein_DDB_G0270978_[Dictyostelium_discoideum_AX4]|0.55|0.77||Proteolipid_membrane_potential_modulator	False	True
cluster_21	10	PRED	PRED|NP_001037307.1_eclosion_hormone_precursor_[Bombyx_mori]|0.95|0.92||Eclosion_hormone;PRED|NP_001262668.1_eclosion_hormone_isoform_B_[Drosophila_melanogaster]|1.0|0.74||Eclosion_hormone;PRED|NP_524386.1_eclosion_hormone_isoform_A_[Drosophila_melanogaster]|1.0|0.73||Eclosion_hormone;PRED|XP_001230805.2_eclosion_hormone_[Anopheles_gambiae]|0.96|0.86||Eclosion_hormone;PRED|XP_006557391.2_eclosion_hormone_[Apis_mellifera]|1.0|0.82||Eclosion_hormone;PRED|XP_012553269.1_eclosion_hormone_isoform_X1_[Bombyx_mori]|0.95|0.92||Eclosion_hormone;PRED|XP_015838085.1_eclosion_hormone_[Tribolium_castaneum]|0.98|0.9||Eclosion_hormone;PRED|XP_026295903.1_eclosion_hormone_[Apis_mellifera]|1.0|0.82||Eclosion_hormone;PRED|XP_037867323.1_eclosion_hormone_isoform_X1_[Bombyx_mori]|0.95|0.92||Eclosion_hormone;PRED|XP_064212533.1_eclosion_hormone_[Tribolium_castaneum]|0.98|0.93||Eclosion_hormone	False	True
cluster_210	17	PRED	PRED|NP_001032243.1_ribosomal_protein_S12-like_[Mus_musculus]|0.82|0.79||Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45|Small_ribosomal_subunit_protein_eS12;PRED|NP_001100247.1_uncharacterized_protein_LOC299713_[Rattus_norvegicus]|0.52|0.79||Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45|Small_ribosomal_subunit_protein_eS12;PRED|NP_001242744.2_60S_ribosomal_protein_L30-like_[Glycine_max]|0.63|0.88||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|NP_001364945.1_60S_ribosomal_protein_L30-like_[Glycine_max]|0.63|0.89||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|NP_174853.1_Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family_protein_[Arabidopsis_thaliana]|0.68|0.82||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|NP_188504.1_Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family_protein_[Arabidopsis_thaliana]|0.52|0.81||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|NP_565164.1_Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family_protein_[Arabidopsis_thaliana]|0.76|0.8||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|WP_000031892.1_MULTISPECIES:_ribosomal_L7Ae/L30e/S12e/Gadd45_family_protein_[Staphylococcus]|0.8|0.74||Ribosomal_protein_eL30-like_superfamily;PRED|XP_001347472.1_60S_ribosomal_protein_L30e_putative_[Plasmodium_falciparum_3D7]|0.83|0.89||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|XP_002285813.1_large_ribosomal_subunit_protein_eL30z_[Vitis_vinifera]|0.55|0.73||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|XP_002285814.1_large_ribosomal_subunit_protein_eL30z_[Vitis_vinifera]|0.55|0.73||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|XP_003536811.1_60S_ribosomal_protein_L30_[Glycine_max]|0.63|0.89||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|XP_003552642.1_60S_ribosomal_protein_L30_[Glycine_max]|0.56|0.89||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|XP_006340286.1_60S_ribosomal_protein_L30_[Solanum_tuberosum]|0.52|0.88||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|XP_006366969.1_60S_ribosomal_protein_L30-like_[Solanum_tuberosum]|0.56|0.87||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|XP_007048061.1_PREDICTED:_60S_ribosomal_protein_L30_[Theobroma_cacao]|0.64|0.88||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45;PRED|XP_030829739.1_60S_ribosomal_protein_L30_isoform_X1_[Strongylocentrotus_purpuratus]|0.51|0.72||Large_ribosomal_subunit_protein_eL30-like|Ribosomal_protein_eL30-like_superfamily|Ribosomal_protein_eL8/eL30/eS12/Gadd45	False	True
cluster_211	9	PRED	PRED|WP_000239596.1_MULTISPECIES:_lipoprotein_toxin_entericidin_B_[Enterobacterales]|1.0|0.8||Entericidin_A/B;PRED|WP_000239598.1_MULTISPECIES:_lipoprotein_toxin_entericidin_B_[Bacteria]|0.99|0.76||Entericidin_A/B;PRED|WP_000977687.1_MULTISPECIES:_entericidin_A/B_family_lipoprotein_[Salmonella]|1.0|0.81||Entericidin_A/B;PRED|WP_000977756.1_MULTISPECIES:_lipoprotein_antitoxin_entericidin_A_[Shigella]|1.0|0.8||Entericidin_A/B;PRED|WP_000977757.1_MULTISPECIES:_lipoprotein_antitoxin_entericidin_A_[Bacteria]|1.0|0.79||Entericidin_A/B;PRED|WP_001984826.1_MULTISPECIES:_entericidin_A/B_family_lipoprotein_[Acinetobacter]|0.97|0.85||Entericidin_A/B;PRED|WP_002885511.1_MULTISPECIES:_entericidin_A/B_family_lipoprotein_[Gammaproteobacteria]|1.0|0.79||Entericidin_A/B;PRED|WP_002885518.1_MULTISPECIES:_lipoprotein_toxin_entericidin_B_[Gammaproteobacteria]|0.99|0.77||Entericidin_A/B;PRED|WP_005407710.1_MULTISPECIES:_entericidin_A/B_family_lipoprotein_[Stenotrophomonas]|0.99|0.91||Entericidin_A/B	False	True
cluster_212	8	DATABASE	DATABASE|AP00773||Spider_antimicrobial_peptide;DATABASE|AP00774||Spider_antimicrobial_peptide;DATABASE|AP00775||Spider_antimicrobial_peptide;DATABASE|AP00776||Spider_antimicrobial_peptide;DATABASE|CAMPSQ248_Oxyopinin-2b||Spider_antimicrobial_peptide;DATABASE|CAMPSQ250_Oxyopinin-2d||Spider_antimicrobial_peptide;DATABASE|CAMPSQ2881_Oxyopinin2b||Spider_antimicrobial_peptide;DATABASE|DBAASPR_23147_GK37||Spider_antimicrobial_peptide	True	False
cluster_213	4	PRED	PRED|XP_009044794.1_hypothetical_protein_LOTGIDRAFT_59317_partial_[Lottia_gigantea]|0.64|0.82||BIR_repeat;PRED|XP_009054080.1_hypothetical_protein_LOTGIDRAFT_59316_partial_[Lottia_gigantea]|0.64|0.82||BIR_repeat;PRED|XP_009058747.1_hypothetical_protein_LOTGIDRAFT_69569_partial_[Lottia_gigantea]|0.64|0.82||BIR_repeat;PRED|XP_009063597.1_hypothetical_protein_LOTGIDRAFT_69570_partial_[Lottia_gigantea]|0.76|0.87||BIR_repeat	False	True
cluster_214	6	PRED	PRED|WP_005410763.1_DUF3011_domain-containing_protein_[Stenotrophomonas_maltophilia]|0.93|0.79||Protein_of_unknown_function_DUF3011;PRED|XP_005091613.2_lectin_ADEL_[Aplysia_californica]|0.71|0.76||Protein_of_unknown_function_DUF3011;PRED|XP_005106596.1_lectin_ADEL_[Aplysia_californica]|0.97|0.91||Protein_of_unknown_function_DUF3011;PRED|XP_005110683.1_lectin_ADEL_[Aplysia_californica]|0.97|0.83||Protein_of_unknown_function_DUF3011;PRED|XP_012939059.1_lectin_ADEL_[Aplysia_californica]|0.92|0.88||Protein_of_unknown_function_DUF3011;PRED|XP_035825815.1_lectin_ADEL-like_[Aplysia_californica]|0.69|0.76||Protein_of_unknown_function_DUF3011	False	True
cluster_215	4	PRED	PRED|NP_001319822.1_Mitochondrial_import_inner_membrane_translocase_subunit_Tim17/Tim22/Tim23_family_protein_[Arabidopsis_thaliana]|0.61|0.82||Mitochondrial_import_inner_membrane_translocase_subunit_TIM22;PRED|XP_002176835.1_predicted_protein_partial_[Phaeodactylum_tricornutum_CCAP_1055/1]|0.89|0.75||Mitochondrial_import_inner_membrane_translocase_subunit_TIM22;PRED|XP_002288595.1_tim22-like_protein_[Thalassiosira_pseudonana_CCMP1335]|0.55|0.85||Mitochondrial_import_inner_membrane_translocase_subunit_TIM22;PRED|XP_070664688.1_outer_envelope_pore_protein_16-4_chloroplastic_isoform_X1_[Malus_domestica]|0.61|0.79||Mitochondrial_import_inner_membrane_translocase_subunit_TIM22	False	True
cluster_216	6	DATABASE	DATABASE|AP00333||Myticin_preproprotein;DATABASE|AP01788||Myticin_preproprotein;DATABASE|AP01789||Myticin_preproprotein;DATABASE|AP01790||Myticin_preproprotein;DATABASE|AP03470||Myticin_preproprotein;DATABASE|CAMPSQ8852_MytC||Myticin_preproprotein	True	False
cluster_217	17	PRED	PRED|NP_001077925.1_taximin_[Arabidopsis_thaliana]|0.77|0.93||Signaling_peptide_TAXIMIN_1/2;PRED|XP_002309758.1_signaling_peptide_TAXIMIN_2_[Populus_trichocarpa]|0.57|0.94||Signaling_peptide_TAXIMIN_1/2;PRED|XP_002317478.1_signaling_peptide_TAXIMIN_2_[Populus_trichocarpa]|0.79|0.91||Signaling_peptide_TAXIMIN_1/2;PRED|XP_003540380.1_signaling_peptide_TAXIMIN_2_[Glycine_max]|0.84|0.93||Signaling_peptide_TAXIMIN_1/2;PRED|XP_003540391.1_signaling_peptide_TAXIMIN_1_[Glycine_max]|0.59|0.76||Signaling_peptide_TAXIMIN_1/2;PRED|XP_003543226.1_signaling_peptide_TAXIMIN_2_[Glycine_max]|0.87|0.95||Signaling_peptide_TAXIMIN_1/2;PRED|XP_003543310.1_signaling_peptide_TAXIMIN_1_[Glycine_max]|0.63|0.76||Signaling_peptide_TAXIMIN_1/2;PRED|XP_003543322.1_signaling_peptide_TAXIMIN_2_[Glycine_max]|0.86|0.92||Signaling_peptide_TAXIMIN_1/2;PRED|XP_006370198.1_signaling_peptide_TAXIMIN_2_[Populus_trichocarpa]|0.84|0.93||Signaling_peptide_TAXIMIN_1/2;PRED|XP_007043689.1_PREDICTED:_uncharacterized_protein_LOC18608770_[Theobroma_cacao]|0.95|0.92||Signaling_peptide_TAXIMIN_1/2;PRED|XP_008342914.1_signaling_peptide_TAXIMIN_2_[Malus_domestica]|0.88|0.94||Signaling_peptide_TAXIMIN_1/2;PRED|XP_017979741.1_PREDICTED:_uncharacterized_protein_LOC108662735_[Theobroma_cacao]|0.59|0.91||Signaling_peptide_TAXIMIN_1/2;PRED|XP_024372755.1_signaling_peptide_TAXIMIN_2_[Physcomitrium_patens]|0.86|0.86||Signaling_peptide_TAXIMIN_1/2;PRED|XP_025980560.1_signaling_peptide_TAXIMIN_2_[Glycine_max]|0.69|0.78||Signaling_peptide_TAXIMIN_1/2;PRED|XP_025984580.1_signaling_peptide_TAXIMIN_2_[Glycine_max]|0.54|0.85||Signaling_peptide_TAXIMIN_1/2;PRED|XP_025984581.1_signaling_peptide_TAXIMIN_2_[Glycine_max]|0.54|0.84||Signaling_peptide_TAXIMIN_1/2;PRED|XP_031736938.1_signaling_peptide_TAXIMIN_2_[Cucumis_sativus]|0.9|0.94||Signaling_peptide_TAXIMIN_1/2	False	True
cluster_218	4	PRED	PRED|XP_001350284.1_dynein_light_chain_putative_[Plasmodium_falciparum_3D7]|0.86|0.74||Dynein_light_chain_superfamily|Dynein_light_chain,_type_1/2;PRED|XP_002304998.1_dynein_light_chain_1_cytoplasmic_[Populus_trichocarpa]|0.98|0.89||Dynein_light_chain_superfamily|Dynein_light_chain,_type_1/2;PRED|XP_002729988.1_dynein_light_chain_1_cytoplasmic-like_[Rattus_norvegicus]|0.61|0.76||Dynein_light_chain_superfamily|Dynein_light_chain,_type_1/2;PRED|XP_024315988.1_dynein_light_chain_LC6_flagellar_outer_arm-like_[Brachypodium_distachyon]|0.57|0.84||Dynein_light_chain_superfamily|Dynein_light_chain,_type_1/2	False	True
cluster_219	7	PRED	PRED|WP_001889156.1_DUF3709_domain-containing_protein_[Vibrio_cholerae]|0.91|0.89||Protein_of_unknown_function_DUF3709;PRED|WP_001894451.1_MULTISPECIES:_DUF3709_domain-containing_protein_[Vibrio]|0.63|0.78||Protein_of_unknown_function_DUF3709;PRED|WP_001909360.1_DUF3709_domain-containing_protein_[Vibrio_cholerae]|0.97|0.91||Protein_of_unknown_function_DUF3709;PRED|WP_001917086.1_DUF3709_domain-containing_protein_[Vibrio_cholerae]|0.84|0.9||Protein_of_unknown_function_DUF3709;PRED|WP_001999499.1_DUF3709_domain-containing_protein_[Vibrio_cholerae]|0.92|0.87||Protein_of_unknown_function_DUF3709;PRED|WP_032473865.1_DUF3709_domain-containing_protein_[Vibrio_cholerae]|0.83|0.88||Protein_of_unknown_function_DUF3709;PRED|WP_313904856.1_DUF3709_domain-containing_protein_[Vibrio_cholerae]|0.98|0.78||Protein_of_unknown_function_DUF3709	False	True
cluster_22	3	PRED	PRED|XP_009049382.1_hypothetical_protein_LOTGIDRAFT_113187_partial_[Lottia_gigantea]|0.97|0.91||Serralysin-like_metalloprotease,_C-terminal;PRED|XP_009055903.1_hypothetical_protein_LOTGIDRAFT_69881_partial_[Lottia_gigantea]|0.96|0.84||Serralysin-like_metalloprotease,_C-terminal;PRED|XP_009061391.1_hypothetical_protein_LOTGIDRAFT_57638_partial_[Lottia_gigantea]|0.95|0.8||Serralysin-like_metalloprotease,_C-terminal	False	True
cluster_220	13	PRED	PRED|XP_001008729.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.77|0.8||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001011543.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.52|0.77||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001016154.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.77|0.8||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001016155.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.79|0.79||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001016156.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.81|0.8||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001016158.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.86|0.8||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001016489.2_cell_surface_immobilization_antigen_partial_[Tetrahymena_thermophila_SB210]|0.97|0.77||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001016890.1_cell_surface_immobilization_antigen_SerH6_putative_[Tetrahymena_thermophila_SB210]|0.99|0.78||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001019015.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.71|0.81||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001021394.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.52|0.76||Cell_surface_immobilisation_antigen_SerH;PRED|XP_001026556.2_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.95|0.76||Cell_surface_immobilisation_antigen_SerH;PRED|XP_012653181.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.89|0.74||Cell_surface_immobilisation_antigen_SerH;PRED|XP_976812.1_cell_surface_immobilization_antigen_[Tetrahymena_thermophila_SB210]|0.92|0.8||Cell_surface_immobilisation_antigen_SerH	False	True
cluster_221	12	PRED	PRED|NP_723227.1_uncharacterized_protein_Dmel_CG32829_[Drosophila_melanogaster]|0.99|0.77||Protein_of_unknown_function_DUF4779;PRED|XP_001120792.2_histidine-rich_glycoprotein-like_[Apis_mellifera]|0.98|0.71||Protein_of_unknown_function_DUF4779;PRED|XP_003568027.1_glycine-rich_cell_wall_structural_protein_[Brachypodium_distachyon]|0.79|0.92||HMW_kininogen;PRED|XP_004925584.1_histidine-rich_glycoprotein_[Bombyx_mori]|1.0|0.79||Protein_of_unknown_function_DUF4779;PRED|XP_004925592.4_histidine-rich_protein_PFHRP-III_[Bombyx_mori]|0.96|0.77||Protein_of_unknown_function_DUF4779;PRED|XP_006560111.1_histidine-rich_glycoprotein-like_[Apis_mellifera]|0.96|0.73||Protein_of_unknown_function_DUF4779;PRED|XP_008192027.1_histidine-rich_glycoprotein_[Tribolium_castaneum]|0.9|0.8||Protein_of_unknown_function_DUF4779;PRED|XP_015611005.1_glycine-rich_cell_wall_structural_protein_2-like_[Oryza_sativa_Japonica_Group]|0.53|0.88||HMW_kininogen;PRED|XP_015834707.2_histidine-rich_glycoprotein_[Tribolium_castaneum]|1.0|0.83||Protein_of_unknown_function_DUF4779;PRED|XP_037877524.2_histidine-rich_glycoprotein-like_[Bombyx_mori]|1.0|0.8||HMW_kininogen|Protein_of_unknown_function_DUF4779;PRED|XP_061509478.1_putative_eggshell_protein_[Anopheles_gambiae]|0.98|0.84||Protein_of_unknown_function_DUF4779;PRED|XP_968196.1_nuclear_speckle_splicing_regulatory_protein_1_[Tribolium_castaneum]|0.94|0.81||Protein_of_unknown_function_DUF4779	False	True
